Country,EdLevel,YearsCodePro,Salary
11,2,4.0,140000.0
2,0,6.0,43616.0
11,2,26.0,175000.0
2,0,6.0,65424.0
11,1,21.0,175000.0
0,2,44.0,79279.0
11,2,21.0,145000.0
1,0,4.0,22378.0
2,2,9.0,163559.0
11,3,24.0,180000.0
11,0,2.0,135000.0
0,0,11.0,165165.0
11,0,39.0,250000.0
0,0,17.0,136096.0
2,2,32.0,109039.0
11,0,23.0,107271.0
11,0,12.0,240000.0
11,2,5.0,190000.0
11,0,9.0,172000.0
11,0,14.0,175000.0
11,0,0.5,75000.0
11,0,8.0,112000.0
1,0,10.0,65271.0
11,3,8.0,210000.0
11,0,20.0,215000.0
11,2,8.0,148000.0
11,0,23.0,202000.0
11,0,10.0,150000.0
11,1,18.0,100000.0
2,0,3.0,65424.0
11,2,8.0,225000.0
2,2,18.0,127940.0
11,2,2.0,165000.0
5,0,19.0,59817.0
0,0,9.0,96456.0
11,0,17.0,130000.0
0,0,10.0,112312.0
11,2,18.0,125000.0
0,1,0.5,46246.0
11,0,9.0,87000.0
11,2,40.0,200000.0
2,0,16.0,94501.0
0,0,4.0,85886.0
11,2,15.0,150000.0
0,0,0.5,72673.0
5,2,3.0,15553.0
11,1,24.0,175000.0
11,1,23.0,220000.0
5,2,9.0,11963.0
2,3,11.0,187701.0
3,0,3.0,80220.0
11,3,20.0,150000.0
11,1,10.0,145374.0
5,2,8.0,16749.0
0,0,16.0,132132.0
11,2,7.0,130000.0
11,2,1.0,120000.0
0,0,5.0,56817.0
4,1,5.0,91295.0
10,0,17.0,101910.0
0,0,15.0,112312.0
11,0,24.0,200000.0
5,2,9.0,28712.0
8,2,25.0,59073.0
5,0,3.0,14356.0
9,0,2.0,14810.0
4,1,20.0,118147.0
4,2,18.0,92369.0
4,0,4.0,80555.0
0,0,20.0,89189.0
0,0,3.0,56156.0
4,2,2.0,71962.0
5,2,12.0,23927.0
6,1,15.0,52629.0
5,2,11.0,38283.0
0,3,15.0,99099.0
4,2,38.0,76248.0
4,2,7.0,64444.0
4,1,11.0,45111.0
4,1,2.0,39740.0
6,0,37.0,64444.0
9,0,2.0,23697.0
3,2,18.0,96666.0
5,2,11.0,71781.0
4,1,12.0,80555.0
10,2,2.0,53503.0
10,0,20.0,94267.0
10,0,32.0,216559.0
6,1,2.0,30074.0
10,0,5.0,84076.0
8,3,2.0,24703.0
5,0,4.0,22731.0
3,0,28.0,38666.0
4,0,11.0,62296.0
3,3,10.0,107406.0
3,2,8.0,61222.0
4,1,6.0,85925.0
10,2,21.0,129936.0
8,2,8.0,42425.0
4,2,5.0,75184.0
2,2,3.0,65424.0
4,2,6.0,66592.0
2,3,4.0,109039.0
7,2,9.0,71425.0
3,2,17.0,32222.0
5,2,5.0,32002.0
4,2,18.0,107406.0
10,0,0.5,146496.0
10,1,5.0,67516.0
10,3,12.0,63694.0
3,2,12.0,53703.0
5,0,3.0,29909.0
4,0,12.0,61222.0
7,0,0.5,44037.0
4,0,2.0,59288.0
0,0,10.0,165165.0
6,2,10.0,59073.0
8,0,5.0,32759.0
10,2,7.0,152865.0
5,0,3.0,11963.0
5,0,2.0,15553.0
10,0,6.0,58344.0
10,1,23.0,76433.0
10,2,3.0,70063.0
10,0,18.0,76433.0
5,0,11.0,16749.0
2,0,2.0,61789.0
4,2,9.0,64444.0
4,1,17.0,107406.0
9,2,25.0,92000.0
6,0,13.0,41888.0
10,1,2.0,31847.0
7,2,8.0,102036.0
4,1,8.0,52629.0
4,1,11.0,64444.0
3,2,13.0,85925.0
5,0,20.0,34694.0
3,2,6.0,51555.0
8,3,3.0,22555.0
4,1,3.0,48870.0
3,2,2.0,39203.0
10,0,4.0,58598.0
6,0,3.0,30074.0
9,2,8.0,120000.0
10,2,19.0,63694.0
9,2,10.0,44431.0
8,1,16.0,34370.0
11,1,30.0,200000.0
5,0,2.0,10767.0
9,2,5.0,51836.0
5,0,1.0,29909.0
4,2,0.5,53703.0
8,0,23.0,69814.0
5,0,11.0,40676.0
6,2,15.0,150369.0
9,0,11.0,75000.0
4,0,15.0,89259.0
3,0,32.0,67666.0
4,1,6.0,45111.0
8,2,8.0,59073.0
7,3,10.0,69814.0
10,0,8.0,57325.0
9,0,5.0,43839.0
9,2,6.0,64178.0
6,2,11.0,61222.0
3,2,3.0,45111.0
7,1,7.0,79588.0
9,0,4.0,37026.0
9,2,19.0,54220.0
9,2,21.0,16291.0
10,1,11.0,101910.0
8,2,13.0,64444.0
3,2,3.0,40814.0
5,0,4.0,19142.0
9,2,10.0,80000.0
8,2,6.0,51555.0
10,2,2.0,89172.0
4,2,6.0,107406.0
3,1,7.0,41888.0
7,3,0.5,45111.0
6,3,5.0,61222.0
10,2,12.0,63057.0
5,0,7.0,10169.0
9,2,2.0,12000.0
9,2,2.0,17772.0
9,0,10.0,24684.0
9,2,16.0,102000.0
2,0,10.0,79381.0
10,0,31.0,47134.0
10,0,2.0,52356.0
7,0,3.0,57071.0
5,0,13.0,25123.0
5,0,7.0,28712.0
6,2,11.0,40814.0
7,2,8.0,182591.0
3,0,24.0,75184.0
5,2,10.0,64603.0
7,0,4.0,41888.0
10,2,15.0,190445.0
6,0,14.0,80555.0
9,0,2.0,18069.0
4,2,16.0,107406.0
10,2,11.0,127388.0
9,2,12.0,100000.0
3,3,7.0,71962.0
1,3,20.0,42333.0
5,0,3.0,38283.0
4,1,11.0,67666.0
10,0,8.0,89808.0
1,0,10.0,105000.0
7,2,10.0,77332.0
8,2,8.0,48333.0
5,2,9.0,23927.0
9,2,3.0,46899.0
4,0,11.0,106332.0
9,3,5.0,60000.0
7,1,12.0,53703.0
4,0,1.0,55851.0
10,0,16.0,140127.0
3,2,20.0,57462.0
4,0,20.0,92369.0
4,1,15.0,64444.0
10,0,26.0,110191.0
9,2,9.0,63155.0
7,0,5.0,61222.0
10,1,25.0,101910.0
0,0,2.0,83243.0
7,0,13.0,111702.0
6,2,10.0,45873.0
5,0,11.0,25000.0
1,0,19.0,26854.0
4,1,24.0,69599.0
11,2,31.0,220000.0
3,2,6.0,96666.0
8,2,12.0,91295.0
7,0,10.0,96666.0
5,0,7.0,20386.0
6,2,12.0,32222.0
4,1,10.0,75184.0
11,2,32.0,165000.0
10,2,3.0,50955.0
7,3,15.0,47259.0
9,2,2.0,28000.0
9,0,6.0,64444.0
3,2,5.0,41888.0
10,0,2.0,44586.0
11,3,14.0,110000.0
3,2,10.0,65518.0
7,0,7.0,104184.0
4,0,24.0,64444.0
9,0,8.0,65000.0
3,3,23.0,67666.0
4,1,4.0,75184.0
6,3,7.0,48333.0
7,0,3.0,40814.0
9,2,4.0,34557.0
3,2,7.0,59073.0
7,2,1.0,55628.0
10,2,13.0,242037.0
11,0,10.0,250000.0
4,0,17.0,93443.0
9,2,6.0,36000.0
4,1,7.0,51555.0
11,0,10.0,120000.0
3,2,3.0,47259.0
4,0,12.0,79910.0
4,0,4.0,45111.0
8,2,7.0,32222.0
8,1,3.0,42962.0
4,1,2.0,45111.0
6,1,15.0,37592.0
1,2,25.0,22378.0
11,0,26.0,230000.0
5,0,4.0,41872.0
11,1,4.0,120000.0
3,2,4.0,62296.0
11,0,26.0,122062.0
11,2,30.0,125000.0
10,0,8.0,63694.0
11,0,14.0,150000.0
0,2,3.0,52853.0
11,0,2.0,140000.0
4,2,17.0,85925.0
4,0,0.5,42962.0
3,2,4.0,40814.0
5,0,4.0,17945.0
10,2,45.0,63694.0
11,0,13.0,144000.0
3,2,2.0,48333.0
3,2,2.0,42962.0
9,3,27.0,24684.0
4,2,5.0,85925.0
11,2,1.0,140000.0
11,0,1.0,75000.0
2,1,8.0,66151.0
2,1,3.0,47250.0
9,2,3.0,19333.0
10,0,28.0,77707.0
3,2,4.0,48333.0
8,0,5.0,36518.0
4,1,20.0,53703.0
11,3,17.0,180000.0
11,0,13.0,85000.0
8,0,4.0,30074.0
4,3,8.0,91295.0
9,2,4.0,48578.0
3,2,5.0,61222.0
10,0,4.0,85350.0
10,2,2.0,39490.0
5,0,2.0,10408.0
3,0,5.0,41888.0
11,0,27.0,200000.0
2,1,13.0,218079.0
11,2,4.0,140000.0
3,2,0.5,47259.0
3,2,10.0,53703.0
10,2,26.0,76433.0
3,2,5.0,51555.0
11,1,3.0,60000.0
10,2,30.0,127388.0
3,2,11.0,75184.0
10,1,12.0,96815.0
11,0,20.0,165000.0
9,2,5.0,29621.0
0,1,23.0,105706.0
4,2,17.0,75184.0
2,0,10.0,96682.0
1,2,20.0,46622.0
3,2,2.0,46722.0
10,0,20.0,63694.0
3,2,1.0,41888.0
9,2,8.0,74052.0
11,1,10.0,150000.0
11,2,7.0,99000.0
9,2,13.0,72000.0
11,1,7.0,130000.0
11,2,14.0,100000.0
10,2,0.5,152865.0
11,0,18.0,90000.0
11,0,6.0,60000.0
9,2,5.0,41469.0
5,0,11.0,43068.0
11,0,10.0,125000.0
4,2,2.0,75184.0
4,2,11.0,48333.0
8,2,2.0,47259.0
9,2,5.0,24684.0
11,0,6.0,110000.0
11,0,4.0,82500.0
11,0,9.0,135000.0
11,0,30.0,225000.0
10,1,5.0,36306.0
9,2,17.0,118483.0
2,0,0.5,38556.0
9,0,4.0,21327.0
11,2,14.0,110000.0
4,3,21.0,59073.0
11,0,3.0,109000.0
10,3,10.0,76433.0
6,0,20.0,53703.0
11,2,21.0,200000.0
11,0,5.0,100107.0
10,0,9.0,73567.0
9,2,7.0,76000.0
11,2,10.0,200000.0
6,2,11.0,77332.0
9,2,6.0,67000.0
4,2,17.0,107406.0
10,0,23.0,85350.0
9,0,5.0,55200.0
11,0,5.0,120000.0
11,0,2.0,96000.0
3,1,0.5,12889.0
11,0,0.5,75000.0
11,1,8.0,90000.0
6,1,25.0,75184.0
11,1,6.0,140000.0
11,0,2.0,120000.0
11,1,2.0,24000.0
11,1,38.0,110000.0
2,0,4.0,58154.0
10,0,29.0,81528.0
11,1,15.0,120000.0
2,2,5.0,101770.0
3,2,5.0,53703.0
11,2,4.0,140000.0
7,2,10.0,95592.0
9,2,10.0,100000.0
4,2,15.0,128887.0
11,1,5.0,120000.0
2,0,7.0,61789.0
1,0,4.0,13875.0
11,0,8.0,160000.0
10,3,11.0,133757.0
10,0,40.0,147770.0
3,1,5.0,32222.0
10,0,6.0,76433.0
9,1,0.5,12342.0
0,0,6.0,99099.0
8,0,4.0,29000.0
11,1,3.0,100000.0
2,2,3.0,58154.0
9,2,7.0,48787.0
11,1,20.0,160000.0
11,0,7.0,120000.0
6,0,7.0,75184.0
1,3,6.0,17903.0
10,0,11.0,191608.0
10,0,25.0,70063.0
5,0,2.0,10767.0
8,3,4.0,35444.0
2,1,33.0,42752.0
11,2,17.0,151860.0
11,0,12.0,250000.0
11,0,0.5,91000.0
9,2,6.0,60192.0
10,1,2.0,57325.0
11,3,12.0,150000.0
4,2,2.0,63370.0
11,2,39.0,175000.0
11,0,3.0,60000.0
10,1,20.0,95541.0
11,0,3.0,66000.0
6,2,7.0,71962.0
11,3,24.0,210000.0
7,0,9.0,19333.0
9,2,5.0,70000.0
3,1,5.0,47267.0
2,1,10.0,145386.0
1,0,9.0,33941.0
11,0,12.0,100000.0
11,0,13.0,157000.0
11,0,13.0,214000.0
11,0,20.0,210000.0
11,0,5.0,100000.0
1,2,12.0,69000.0
3,2,3.0,53869.0
11,1,7.0,75000.0
2,1,27.0,79962.0
11,0,5.0,130000.0
11,0,10.0,120000.0
5,0,7.0,25123.0
2,0,25.0,130847.0
4,2,18.0,128887.0
11,2,16.0,205000.0
4,2,9.0,96666.0
3,2,10.0,57999.0
11,2,5.0,80000.0
11,3,6.0,120000.0
3,1,16.0,53703.0
11,0,2.0,130000.0
10,2,4.0,78980.0
9,2,14.0,53703.0
5,0,10.0,31105.0
7,2,6.0,66592.0
9,1,13.0,16045.0
4,3,5.0,107406.0
2,2,35.0,90866.0
9,0,3.0,27251.0
2,0,8.0,109039.0
11,0,25.0,80000.0
4,1,7.0,42962.0
1,0,8.0,37297.0
4,1,7.0,77332.0
9,1,7.0,60000.0
9,0,17.0,50000.0
11,0,12.0,130000.0
11,0,8.0,90000.0
11,0,7.0,140000.0
11,0,23.0,150000.0
11,0,8.0,100000.0
11,0,10.0,120000.0
5,0,5.0,17945.0
3,3,19.0,103110.0
11,0,15.0,140000.0
11,1,3.0,140000.0
2,1,27.0,73420.0
5,0,8.0,28712.0
3,2,8.0,55851.0
11,0,7.0,126000.0
11,2,8.0,136000.0
3,2,16.0,74647.0
9,2,5.0,61710.0
2,3,14.0,166467.0
5,2,1.0,14356.0
1,3,17.0,82000.0
11,1,3.0,112860.0
4,2,16.0,70888.0
8,0,9.0,35444.0
5,0,17.0,47854.0
9,2,9.0,69905.0
1,0,15.0,16784.0
2,0,15.0,87231.0
9,2,5.0,74052.0
1,1,2.0,12588.0
11,0,36.0,230000.0
11,0,10.0,180000.0
10,1,12.0,64968.0
5,0,10.0,95708.0
11,2,11.0,126047.0
2,2,17.0,66877.0
4,2,6.0,66592.0
4,0,3.0,132110.0
11,0,7.0,140000.0
9,2,8.0,64444.0
11,0,24.0,240000.0
11,0,10.0,135000.0
9,2,11.0,81161.0
4,2,24.0,90221.0
4,3,14.0,48333.0
6,3,9.0,57462.0
11,3,8.0,150000.0
11,0,10.0,175000.0
4,2,17.0,57999.0
11,2,6.0,115000.0
11,3,20.0,150000.0
10,2,22.0,159235.0
11,2,4.0,120000.0
11,2,9.0,156000.0
8,0,0.5,27926.0
4,0,8.0,64444.0
11,1,1.0,79000.0
11,3,10.0,107000.0
9,2,2.0,31398.0
4,0,20.0,97740.0
11,0,5.0,140000.0
11,0,1.0,185000.0
11,2,1.0,45000.0
0,0,25.0,132132.0
11,0,13.0,117320.0
11,3,8.0,54000.0
1,0,3.0,16709.0
10,0,2.0,42038.0
11,0,3.0,170000.0
11,0,10.0,140000.0
8,0,5.0,80555.0
2,0,8.0,65424.0
7,1,15.0,96666.0
11,0,7.0,130000.0
11,0,18.0,130000.0
11,2,2.0,112200.0
11,0,23.0,190000.0
4,3,11.0,96666.0
3,2,3.0,99888.0
9,0,4.0,37592.0
11,1,4.0,75000.0
11,2,4.0,73621.0
10,1,15.0,57325.0
11,0,5.0,180000.0
9,2,11.0,71090.0
4,3,5.0,53703.0
11,1,24.0,170000.0
2,0,8.0,110493.0
0,1,2.0,42943.0
11,2,7.0,105000.0
9,0,7.0,190000.0
0,0,20.0,115615.0
0,0,7.0,153273.0
11,0,2.0,92000.0
3,0,15.0,64444.0
6,0,2.0,36518.0
11,2,10.0,140000.0
3,2,8.0,51018.0
11,0,8.0,170000.0
11,0,6.0,120000.0
2,0,25.0,76328.0
11,1,28.0,120000.0
11,0,8.0,138000.0
0,0,28.0,125525.0
10,2,4.0,95541.0
4,0,0.5,45111.0
11,2,21.0,200000.0
1,0,10.0,27973.0
11,3,27.0,112000.0
11,0,4.0,107000.0
10,2,2.0,50955.0
11,0,7.0,134000.0
6,1,4.0,31148.0
0,0,8.0,82582.0
11,2,27.0,250000.0
11,0,1.0,100000.0
11,2,28.0,130000.0
2,3,16.0,112674.0
2,3,3.0,79962.0
2,3,28.0,159924.0
11,2,30.0,170000.0
11,0,6.0,124000.0
11,0,3.0,95000.0
0,1,3.0,59459.0
2,0,14.0,142478.0
2,0,10.0,67968.0
11,0,0.5,125000.0
2,2,12.0,123578.0
11,0,7.0,130000.0
0,0,23.0,115615.0
0,0,11.0,46246.0
11,0,12.0,154000.0
9,2,15.0,53317.0
11,0,31.0,181000.0
11,2,3.0,130000.0
11,2,9.0,180000.0
3,2,25.0,80555.0
11,0,18.0,190000.0
0,0,10.0,165165.0
4,2,12.0,161109.0
0,1,5.0,69369.0
11,0,3.0,145000.0
11,0,28.0,160000.0
11,3,38.0,200000.0
11,0,25.0,186000.0
0,1,25.0,201397.0
11,0,5.0,250000.0
11,0,19.0,240000.0
11,0,10.0,65000.0
11,0,7.0,150000.0
4,0,5.0,75184.0
1,3,5.0,23274.0
5,2,6.0,38044.0
2,0,2.0,87231.0
11,0,28.0,150000.0
11,3,9.0,90000.0
2,2,6.0,47250.0
11,0,3.0,110000.0
2,0,25.0,48704.0
11,3,3.0,110000.0
0,0,7.0,85886.0
11,0,12.0,141600.0
11,1,16.0,240000.0
2,1,1.0,42307.0
2,0,19.0,109039.0
0,0,13.0,103063.0
11,1,10.0,182000.0
5,2,10.0,77763.0
5,0,6.0,17347.0
11,2,10.0,193000.0
5,2,7.0,55630.0
11,2,6.0,115500.0
11,0,20.0,200000.0
11,2,7.0,220000.0
9,2,10.0,140000.0
9,1,3.0,19747.0
0,1,25.0,118919.0
5,0,10.0,32002.0
5,0,10.0,83744.0
3,2,22.0,85925.0
5,0,7.0,47854.0
0,1,15.0,109009.0
5,0,8.0,38283.0
4,3,36.0,118147.0
11,0,4.0,125000.0
5,0,2.0,15553.0
11,2,4.0,127050.0
4,2,7.0,73036.0
11,3,18.0,145000.0
5,0,1.0,16749.0
8,2,18.0,80555.0
5,0,17.0,39479.0
5,0,11.0,31105.0
0,2,25.0,115615.0
7,3,7.0,77332.0
7,1,6.0,75184.0
4,1,13.0,63047.0
5,2,10.0,27516.0
8,1,19.0,36518.0
6,0,20.0,37592.0
4,3,9.0,193331.0
4,1,4.0,64444.0
4,0,8.0,64444.0
4,2,11.0,81629.0
11,1,26.0,92000.0
8,2,4.0,23629.0
6,3,9.0,48333.0
11,1,20.0,225000.0
11,0,16.0,170000.0
4,0,9.0,107406.0
4,1,4.0,30074.0
3,3,6.0,48333.0
3,1,1.0,37700.0
5,2,8.0,25123.0
10,0,10.0,171974.0
9,2,12.0,49368.0
4,2,8.0,69814.0
11,0,2.0,60000.0
4,0,5.0,88610.0
6,1,4.0,42962.0
8,0,2.0,26852.0
9,2,25.0,49368.0
10,2,17.0,64968.0
4,0,4.0,99888.0
3,2,8.0,80555.0
0,0,20.0,158558.0
10,0,2.0,39490.0
10,0,5.0,133757.0
6,0,4.0,64444.0
5,2,14.0,20876.0
8,0,6.0,59073.0
6,1,5.0,30074.0
5,0,5.0,20039.0
6,2,3.0,42962.0
10,1,16.0,82802.0
10,1,16.0,53503.0
10,1,45.0,127388.0
3,2,5.0,36303.0
3,2,3.0,35444.0
6,2,15.0,51555.0
6,1,5.0,29000.0
10,2,14.0,140127.0
6,1,3.0,26852.0
10,1,10.0,63694.0
9,2,5.0,29621.0
3,2,18.0,60147.0
3,2,10.0,75184.0
4,0,4.0,75184.0
3,2,19.0,55851.0
10,1,6.0,44586.0
3,2,5.0,49407.0
5,0,12.0,29909.0
6,1,6.0,38666.0
9,2,7.0,72000.0
3,2,5.0,32222.0
6,1,2.0,25777.0
3,2,8.0,67666.0
9,2,9.0,64000.0
3,2,17.0,64444.0
8,1,4.0,47259.0
5,0,2.0,11963.0
3,2,6.0,37883.0
3,3,6.0,128887.0
5,0,6.0,25123.0
7,0,8.0,75184.0
8,0,9.0,75184.0
4,2,10.0,75184.0
4,1,4.0,48333.0
6,2,3.0,32222.0
3,2,26.0,75184.0
8,0,2.0,23629.0
11,0,6.0,145000.0
9,2,20.0,64178.0
11,3,2.0,110000.0
9,2,5.0,34557.0
9,1,3.0,12342.0
4,2,5.0,118147.0
10,2,2.0,95541.0
4,2,15.0,95592.0
4,2,0.5,63370.0
4,0,9.0,64444.0
4,1,2.0,24166.0
10,0,1.0,70063.0
4,1,13.0,123517.0
4,2,8.0,53703.0
10,2,2.0,38216.0
6,0,1.0,31148.0
6,0,17.0,39740.0
5,0,8.0,22731.0
6,1,2.0,32222.0
7,2,8.0,75184.0
10,3,11.0,127388.0
5,3,8.0,29909.0
4,3,19.0,80555.0
9,2,10.0,57020.0
10,1,8.0,61783.0
10,2,14.0,61146.0
10,0,4.0,81528.0
5,0,8.0,25123.0
4,0,9.0,73036.0
10,2,31.0,91719.0
8,0,7.0,45111.0
1,1,2.0,23083.0
4,3,13.0,96666.0
6,1,15.0,35444.0
5,0,2.0,29909.0
10,3,5.0,62420.0
5,0,5.0,34694.0
10,0,23.0,116464.0
4,1,2.0,47259.0
1,2,14.0,23311.0
8,0,9.0,42962.0
2,2,14.0,232617.0
7,3,20.0,64444.0
11,2,19.0,172000.0
9,0,2.0,24000.0
11,3,34.0,100000.0
9,3,3.0,27000.0
3,2,5.0,75184.0
9,0,3.0,17772.0
3,2,1.0,55851.0
7,3,5.0,64444.0
11,0,2.0,106000.0
5,0,9.0,47854.0
8,3,15.0,32222.0
8,2,6.0,38666.0
4,3,15.0,81199.0
6,1,3.0,32222.0
9,0,2.0,11848.0
9,2,6.0,80000.0
3,3,9.0,55851.0
3,2,15.0,85925.0
10,0,10.0,121574.0
4,0,6.0,150369.0
4,2,20.0,96666.0
11,3,3.0,95000.0
4,1,1.0,67666.0
6,0,17.0,37592.0
1,0,20.0,24616.0
3,2,12.0,69814.0
8,2,10.0,37592.0
9,2,13.0,53070.0
8,0,4.0,35444.0
6,2,9.0,48333.0
6,0,5.0,47259.0
9,0,7.0,84000.0
6,1,5.0,27389.0
3,2,2.0,39740.0
4,1,40.0,10741.0
1,1,3.0,16038.0
4,0,5.0,64444.0
4,0,7.0,45111.0
9,2,14.0,57625.0
8,0,3.0,32222.0
6,1,16.0,75184.0
4,3,5.0,85925.0
5,2,11.0,14356.0
7,2,7.0,91295.0
11,0,11.0,70000.0
3,2,4.0,60147.0
9,1,4.0,42000.0
11,1,8.0,90000.0
4,2,9.0,85925.0
4,0,4.0,39740.0
5,2,14.0,53836.0
10,0,11.0,68789.0
11,0,18.0,145000.0
4,2,5.0,85925.0
11,0,16.0,170000.0
3,2,13.0,76258.0
11,1,7.0,58000.0
1,0,7.0,20364.0
10,2,24.0,203821.0
3,2,6.0,69814.0
10,1,2.0,33121.0
6,3,8.0,34370.0
6,0,5.0,42962.0
6,1,3.0,26852.0
4,2,6.0,107406.0
11,2,7.0,100000.0
4,2,3.0,64444.0
5,0,7.0,21056.0
11,1,35.0,225000.0
11,2,2.0,122000.0
4,2,8.0,150369.0
1,0,4.0,18649.0
11,2,25.0,213000.0
11,0,1.0,200000.0
11,0,3.0,87500.0
4,0,5.0,112777.0
4,2,4.0,75184.0
10,0,7.0,105095.0
11,0,3.0,140000.0
11,3,2.0,85500.0
11,3,6.0,140000.0
11,0,4.0,92000.0
11,0,27.0,130000.0
9,0,4.0,29621.0
11,0,1.0,76000.0
11,0,19.0,110000.0
2,0,4.0,39981.0
1,1,13.0,13987.0
11,2,36.0,136100.0
4,2,3.0,53703.0
11,0,20.0,192000.0
11,3,2.0,83000.0
11,0,2.0,180000.0
10,0,18.0,90445.0
11,0,11.0,165000.0
11,2,15.0,150000.0
10,0,1.0,35669.0
10,0,30.0,108280.0
6,1,11.0,88073.0
10,0,3.0,57325.0
11,0,35.0,120000.0
11,0,6.0,110000.0
2,0,8.0,40708.0
11,0,4.0,78000.0
11,0,30.0,130000.0
3,2,0.5,29644.0
11,0,1.0,110000.0
3,2,32.0,75184.0
11,0,19.0,250000.0
11,0,16.0,145000.0
10,2,10.0,70063.0
2,0,9.0,83597.0
10,0,6.0,109554.0
11,0,9.0,130000.0
4,1,5.0,89147.0
10,2,17.0,76433.0
4,3,35.0,107406.0
8,3,20.0,62296.0
11,0,2.0,75000.0
11,0,4.0,127000.0
3,3,12.0,37592.0
10,3,12.0,152865.0
11,2,5.0,140000.0
10,0,0.5,31847.0
5,2,14.0,47854.0
2,0,1.0,50885.0
11,2,6.0,180000.0
3,2,5.0,61222.0
7,2,10.0,88073.0
4,2,9.0,98814.0
11,3,17.0,170000.0
9,1,2.0,11063.0
9,2,10.0,49368.0
11,1,3.0,48000.0
10,0,0.5,44374.0
11,0,1.0,145000.0
11,0,30.0,78000.0
4,0,5.0,61222.0
2,0,3.0,50885.0
4,0,14.0,104184.0
9,3,8.0,139628.0
11,2,7.0,210000.0
9,2,0.5,12894.0
11,0,2.0,60000.0
11,0,8.0,116000.0
11,2,12.0,132000.0
1,0,3.0,14546.0
11,3,15.0,195000.0
6,0,1.0,27926.0
11,0,7.0,200000.0
11,2,6.0,155000.0
11,0,5.0,115000.0
10,2,4.0,95541.0
11,2,10.0,120000.0
11,1,5.0,133000.0
10,3,3.0,52229.0
11,0,10.0,200800.0
11,3,18.0,200000.0
11,2,4.0,155000.0
11,0,3.0,95000.0
2,2,15.0,199905.0
4,3,11.0,85925.0
11,0,12.0,200000.0
2,2,12.0,83597.0
11,0,7.0,110000.0
5,0,4.0,23927.0
11,0,5.0,170000.0
11,0,2.0,63000.0
11,0,2.0,92000.0
2,3,13.0,126486.0
2,0,10.0,87231.0
11,2,37.0,180000.0
11,0,3.0,80000.0
11,0,4.0,80000.0
11,2,2.0,80000.0
11,0,3.0,93420.0
11,0,20.0,125000.0
3,0,5.0,60147.0
11,2,40.0,140000.0
2,0,2.0,32712.0
6,2,6.0,34370.0
4,0,3.0,128887.0
8,0,5.0,37592.0
11,2,7.0,200000.0
11,0,1.0,80000.0
9,3,12.0,74052.0
1,0,15.0,138187.0
11,0,25.0,143000.0
6,2,19.0,75184.0
8,0,1.0,26852.0
11,0,18.0,170000.0
2,0,8.0,58154.0
4,2,10.0,85925.0
2,2,7.0,43616.0
4,0,17.0,98814.0
11,1,10.0,200000.0
11,0,14.0,220000.0
11,0,5.0,152376.0
11,0,7.0,110000.0
5,0,3.0,21534.0
3,2,3.0,76258.0
11,0,17.0,150000.0
11,0,21.0,250000.0
11,0,10.0,90000.0
3,2,7.0,68740.0
3,0,12.0,48333.0
2,0,6.0,112674.0
9,0,8.0,72000.0
2,0,26.0,42162.0
11,1,2.0,167000.0
11,0,8.0,220000.0
2,2,16.0,93047.0
2,0,20.0,145386.0
9,2,6.0,53703.0
11,1,27.0,190000.0
11,2,3.0,85000.0
2,0,17.0,105405.0
9,2,15.0,88000.0
2,2,8.0,45797.0
10,2,10.0,70063.0
1,0,5.0,14770.0
4,0,6.0,77332.0
11,0,9.0,120000.0
4,1,8.0,55422.0
2,0,7.0,151201.0
9,0,1.0,11848.0
10,2,12.0,127388.0
5,0,3.0,41872.0
11,0,10.0,15000.0
11,2,14.0,108000.0
11,3,12.0,110000.0
2,3,1.0,50885.0
6,1,7.0,37592.0
3,2,10.0,66591.0
2,2,12.0,174463.0
11,1,11.0,102000.0
11,0,30.0,217000.0
11,0,16.0,180000.0
10,3,6.0,146496.0
4,0,6.0,75184.0
3,2,2.0,23629.0
11,0,30.0,190000.0
2,2,12.0,101770.0
10,0,5.0,54522.0
4,1,1.0,38666.0
11,0,20.0,200000.0
7,0,12.0,71425.0
11,0,13.0,111000.0
8,1,6.0,94517.0
10,0,13.0,113375.0
8,3,2.0,27926.0
8,3,9.0,53703.0
11,0,7.0,180000.0
11,0,5.0,72000.0
4,2,7.0,74110.0
11,2,35.0,85000.0
11,1,11.0,150000.0
11,0,17.0,190000.0
5,0,7.0,95708.0
11,1,17.0,160000.0
11,0,5.0,92000.0
2,3,13.0,116309.0
11,0,4.0,125000.0
11,2,8.0,100000.0
1,0,11.0,39162.0
8,2,16.0,66592.0
0,0,17.0,125525.0
11,0,15.0,100000.0
0,0,9.0,125525.0
9,0,9.0,27152.0
2,0,10.0,90866.0
11,2,30.0,200000.0
11,2,2.0,60000.0
1,1,5.0,14229.0
2,0,29.0,105405.0
11,2,30.0,130000.0
11,3,10.0,75000.0
11,1,3.0,100000.0
5,0,3.0,13160.0
9,2,10.0,30000.0
1,0,14.0,74595.0
3,2,5.0,64444.0
8,1,2.0,19333.0
3,2,11.0,66592.0
9,1,7.0,64444.0
11,1,2.0,71000.0
7,0,6.0,56925.0
8,0,8.0,60255.0
1,1,10.0,22378.0
4,1,23.0,123517.0
6,0,23.0,40814.0
4,0,10.0,107406.0
10,0,14.0,142674.0
10,2,42.0,57325.0
5,0,8.0,31105.0
3,2,25.0,107406.0
